name,address,lat,lng,rating,total_reviews,price_level,phone,website,is_partner,discount_value,open_hours,weekday_text,top_review,place_id
Lungguh Coffee & Eatery,"Jl. RA Wiryaatmaja No.27, Pesayangan, Kedungwuluh, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53131, Indonesia",-7.4215056,109.226336,4.6,179,2,0851-7541-9800,,False,0,11:00 - 21:00,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 10:00 PM
Saturday: 11:00 AM – 10:00 PM
Sunday: 11:00 AM – 9:00 PM",It's good to have a place to hang near my place!,ChIJFc1DmVBfZS4RkcWRx3ur8wE
Warkop Srawung Purwokerto,"Gg. II Baseball No.21, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4176739,109.2506223,4.8,169,0,0851-1961-5151,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",Really worth recommending for a relaxing hangout with friends,ChIJGTsIWQBfZS4RTfre0I1gFE0
PAPILLON BOX,"Jl. Perintis Kemerdekaan No.168, Gandasuli, Karangpucung, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53142, Indonesia",-7.4387042,109.2359279,4.0,165,2,0852-1877-9889,,False,0,,"Monday: 7:00 – 10:00 AM, 3:00 – 11:00 PM
Tuesday: 7:00 – 10:00 AM, 3:00 – 11:00 PM
Wednesday: 7:00 – 10:00 AM, 3:00 – 11:00 PM
Thursday: 7:00 – 10:00 AM, 3:00 – 11:00 PM
Friday: 7:00 – 10:00 AM, 3:00 – 11:00 PM
Saturday: 7:00 – 10:00 AM, 3:00 – 11:00 PM
Sunday: 7:00 – 10:00 AM, 3:00 – 11:00 PM",Overall Foods in this place is common. But martabak chocolate cheese and more topping is good. You can try it if you were spend the night in papillon hotel,ChIJESaptipcZS4RuBdIO9hGHfs
Jahe Susu Babeh Rasam,"H66X+85R, Jl. Patikraja - Purwokerto, Kruwet, Teluk, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53145, Indonesia",-7.4391436,109.2478936,4.7,137,1,0812-1516-1019,,False,0,18:00 - 00:00,"Monday: 6:00 PM – 12:00 AM
Tuesday: 6:00 PM – 12:00 AM
Wednesday: 6:00 PM – 12:00 AM
Thursday: 6:00 PM – 12:00 AM
Friday: 6:00 PM – 12:00 AM
Saturday: 6:00 PM – 12:00 AM
Sunday: 6:00 PM – 12:00 AM",It's nice place to hang out if you're low on budget 🤭,ChIJNYYb2idcZS4RH6Rpch1efB4
Cafe Teh Jawa,"Jalan Stasiun No.36a Kober Kober Kober, Kober, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.4198312,109.2220197,4.1,131,2,0858-4892-5188,https://tehjawa.co.id/id/cafe/,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","I ordered something like coffeelatte from menu(forgot the exact name). If you like sweet beverage,then maybe it is good for you. Since I dont really like sweet, this coffee is too sweet for me",ChIJG6ZrXWheZS4RXRUcGCfBO08
Crepes Murita Purwokerto,"H6GC+M9J Bantarsoka, Jl. Ps. Pon Utara Halaman depan, Bantarsoka, Purwokerto, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.4234562,109.2209976,5.0,121,0,0882-0080-03360,https://bit.ly/muritacrepes,False,0,,"Monday: 5:00 – 10:30 PM
Tuesday: 5:00 – 10:30 PM
Wednesday: 5:00 – 10:30 PM
Thursday: 5:00 – 10:30 PM
Friday: 5:00 – 10:30 PM
Saturday: 5:00 – 10:30 PM
Sunday: 5:00 – 10:30 PM",Overall good and best recomended!!!!,ChIJGVN-_wxfZS4RM2nghNs9bho
Unsoed Campus Cafe,"Jl. Profesor DR. HR Boenyamin No.133, Dukuhbandong, Grendeng, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.4028161,109.2456334,4.6,114,0,,http://unsoed.ac.id/,False,0,09:00 - 23:00,"Monday: 9:00 AM – 11:00 PM
Tuesday: 9:00 AM – 11:00 PM
Wednesday: 9:00 AM – 11:00 PM
Thursday: 9:00 AM – 11:00 PM
Friday: 9:00 AM – 11:00 PM
Saturday: 9:00 AM – 11:00 PM
Sunday: 9:00 AM – 11:00 PM",Good for the students. But I dilivereed the food. So maybe they just have drinks,ChIJ8RXlxKFfZS4R5o5OKyAyokU
SEKALA Shisha Coffee & Space,"Pakembaran, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.403407100000001,109.2438494,4.1,100,0,0858-5773-9364,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Sekala caffe is located in Purwokerto city near the university of jendral soedirman.
I recently dined there because my campus introduction was held there. The wide variety of dishes on the menu was a pluss point for me. I choose a spagetthi aglio olio and ice red valvet for my dinner in there. But they serve the food a bit to long from the time i ordered the food. I think its almost 40 minutes. The spagetthi is ""so so"" for me but i think the price is to high for that kind of quality. The ice red valvet was okay for me. I was not really enjoying my meal because the live musican spit out a sexist jokes. And i think the furniture placement makes the place feels crowded. Overall, i dont think i would recomend this place to anyone",ChIJoQF9ewBfZS4RKN5Eud6_oG4
Hornet Billiard & Cafe,"Jl. Kyai H. Wahid Hasim No.96, Windusara, Karangklesem, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.445316300000001,109.2436752,4.3,96,2,0895-6040-60036,,False,0,,,Good billiard place . good service. a little bit hot .,ChIJYbs0PC5cZS4Ral8CjXn26N4
Ronde Rohmat,"Karangwangkal, Purwokerto Utara, Banyumas Regency, Central Java, Indonesia",-7.404897999999999,109.2517755,4.5,93,1,0823-1322-8891,,False,0,,"Monday: 5:00 – 11:00 PM
Tuesday: 5:00 – 11:00 PM
Wednesday: 5:00 – 11:00 PM
Thursday: 5:00 – 11:00 PM
Friday: 5:00 – 11:00 PM
Saturday: 5:00 – 11:00 PM
Sunday: 5:00 – 11:00 PM",like,ChIJN-MUleVeZS4R28pu_L93DrI
Dim'z Juice & Sop Buah,"Utara SD Karitas, Jl. Mangunjaya No.77C, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.420509000000001,109.2467017,4.6,92,0,,,False,0,10:00 - 20:00,"Monday: 10:00 AM – 8:00 PM
Tuesday: 10:00 AM – 8:00 PM
Wednesday: 10:00 AM – 8:00 PM
Thursday: 10:00 AM – 8:00 PM
Friday: 10:00 AM – 8:00 PM
Saturday: 10:00 AM – 8:00 PM
Sunday: 10:00 AM – 8:00 PM",Nyess,ChIJV1Kzko1eZS4R-5S20FHqwEE
Allstar Coffee Indonesia,"Jl. Martadireja 2, Gang Manunggal 3, Rt 4 Rw 1, Kepetek, Mersi, Kec. Purwokerto Tim., Purwokerto, Jawa Tengah 53111, Indonesia",-7.4260976,109.2624006,4.6,87,0,0858-4235-6056,http://www.instagram.com/allstarcoffee.id,False,0,18:00 - 02:00,"Monday: 6:00 PM – 2:00 AM
Tuesday: 6:00 PM – 2:00 AM
Wednesday: 6:00 PM – 2:00 AM
Thursday: 6:00 PM – 2:00 AM
Friday: 6:00 PM – 2:00 AM
Saturday: 6:00 PM – 2:00 AM
Sunday: Closed",Nice place to have a cup of coffee ❤,ChIJheEqIr1eZS4RnJAHeYFw8EM
KOPI PAWON NUSANTARA 1,"Jl. S. Parman, Windusara, Purwokerto Kulon, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.438983499999999,109.244391,4.6,84,0,0882-7708-6603,,False,0,18:30 - 01:30,"Monday: 6:30 PM – 1:30 AM
Tuesday: 6:30 PM – 1:30 AM
Wednesday: 6:30 PM – 1:30 AM
Thursday: 6:30 PM – 1:30 AM
Friday: 6:30 PM – 1:30 AM
Saturday: 6:30 PM – 1:30 AM
Sunday: 6:30 PM – 1:30 AM",Nice coffee with some nice attitude brewer,ChIJ8eSkf5FdZS4RMj6drz0xhHM
Kedai Kopi Banyumas,"Jl. Raden Patah No.4, Kedungparuk, Ledug, Kec. Kembaran, Kabupaten Banyumas, Jawa Tengah 53182, Indonesia",-7.4223411,109.2707446,4.3,82,0,,http://www.instagram.com/kopibanyumas,False,0,,,Love it,ChIJBcmocbpeZS4Rr0W1qnfT4sY
Sawala Eatery,"Jl. Kotayasa, Dusun II, Kemutug Kidul, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.337870499999998,109.2392182,4.5,82,0,0821-3881-0360,,False,0,10:00 - 21:00,"Monday: 10:00 AM – 9:00 PM
Tuesday: 10:00 AM – 9:00 PM
Wednesday: 10:00 AM – 9:00 PM
Thursday: 10:00 AM – 9:00 PM
Friday: 10:00 AM – 9:00 PM
Saturday: 10:00 AM – 9:00 PM
Sunday: 10:00 AM – 9:00 PM","The cafe has a very calming, cozy atmosphere, especially with the spacious outdoor seating. The cranberry cheese and chocolate sourdoughs were decent, though a bit pricey. The matcha latte was unremarkable. Recommended for the quiet ambiance and the baked goods, not so much the matcha.",ChIJmzHyFAb1by4RQxd_0aau9yE
Annamaya Cafe & Eatery,"Jl. Gelora Indah I Gg. Catur No.8, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.419300000000001,109.2509703,4.7,80,0,0851-6644-9505,https://www.instagram.com/annamaya_official?igsh=MTBrb3hkaDFmNXg1dA%3D%3D&utm_source=qr,False,0,15:30 - 00:00,"Monday: 3:30 PM – 12:00 AM
Tuesday: 3:30 PM – 2:00 AM
Wednesday: 3:30 PM – 12:00 AM
Thursday: 3:30 PM – 12:00 AM
Friday: 5:00 PM – 2:00 AM
Saturday: 5:00 PM – 2:00 AM
Sunday: 3:30 PM – 12:00 AM","I really like the place, it's comfortable, there's a new outdoor area on the side that's no less beautiful, so there are lots of places for photo spots😽😽 There's WiFi✅ HP charger socket✅ Suitable for assignments, hanging out with friends / family / boyfriend / HTS is also okay🤭🤭The food is also really delicious, not stingy, the employees are really nice, very friendly🌟🌟🌟🌟 especially the live music every day makes hanging out even more fun✨✨ I come here so often that the employees even if I order a drink, they don't forget to add lots of ice cubes, right? 😆☝🏻What's missing?! beststtt in short 🤓🙏🏻",ChIJlVSiaQBfZS4RNlOZ9-HxaIM
Cafe Pajak,"Jl. Gerilya No.567, Gandasuli, Karangpucung, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53142, Indonesia",-7.441046699999998,109.2389981,4.7,73,0,0822-2567-4575,https://linktr.ee/cafepajak,False,0,10:00 - 23:00,"Monday: 10:00 AM – 11:00 PM
Tuesday: 10:00 AM – 11:00 PM
Wednesday: 10:00 AM – 11:00 PM
Thursday: 10:00 AM – 11:00 PM
Friday: 10:00 AM – 11:00 PM
Saturday: 10:00 AM – 11:00 PM
Sunday: 10:00 AM – 11:00 PM",Not bad,ChIJqbnpUSldZS4RSBMJdanH9AM
KOPI LUBER,"Jl. Pasukan Pelajar Imam, Tanahgaring, Pamijen, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4383003,109.2738732,4.7,68,2,0895-6060-01115,,False,0,,"Monday: Closed
Tuesday: 1:00 – 10:30 PM
Wednesday: 1:00 – 10:00 PM
Thursday: 1:00 – 10:00 PM
Friday: 1:00 – 10:00 PM
Saturday: 1:00 – 10:00 PM
Sunday: 1:00 – 10:00 PM",Very good place to hang out with your friends or family,ChIJP_2OW9xdZS4RoRi4asqxnSI
TOMORO COFFEE Purwokerto Station,"Jl. Kober No.36, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53132, Indonesia",-7.4187181,109.2224055,4.1,67,0,0823-2491-1387,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",as I am a very good time with you and I am a great day of the best way I am so proud to get to know what I do is not a good day for me and my life for the first time,ChIJ2dstFwBfZS4RpNMlHGTf5kU
Gentleman Barber & Coffee Purwokerto,"H6M8+VH3, Jl. KS. Tubun, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53134, Indonesia",-7.4153506,109.2164365,4.1,64,0,0857-1398-3983,https://instagram.com/gentleman.barbershop.pwt?igshid=Mzc0YWU1OWY=,False,0,09:00 - 20:00,"Monday: 9:00 AM – 8:00 PM
Tuesday: 9:00 AM – 8:00 PM
Wednesday: 9:00 AM – 8:00 PM
Thursday: 9:00 AM – 8:00 PM
Friday: 9:00 AM – 8:00 PM
Saturday: 9:00 AM – 8:00 PM
Sunday: 9:00 AM – 8:00 PM",very good,ChIJEyLAdUFeZS4RXc9f3DvUYz4
Pramoeria Space,"Jl. Jatisari, Karangmiri, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.4016199,109.2403326,5.0,63,0,0851-5677-8760,,False,0,08:00 - 01:00,"Monday: 8:00 AM – 1:00 AM
Tuesday: 8:00 AM – 1:00 AM
Wednesday: 8:00 AM – 1:00 AM
Thursday: 8:00 AM – 1:00 AM
Friday: 8:00 AM – 1:00 AM
Saturday: 8:00 AM – 1:00 AM
Sunday: 8:00 AM – 1:00 AM","Cozy place, the food and drink are yummy yummy in your tummy",ChIJNYIvBE5fZS4RXWxPrDGmKyc
Bydans Coffee Bar,"Gg. Masjid, Mangunjaya, Purwokerto, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4195841,109.2500904,4.9,61,0,,,False,0,,,"Tried one of the vintage coffee shops in Purwokerto. I love the vibes, and there are two cats named Giri and Nunung. The open space isn’t hot and feels refreshing. There’s also an AC room, but I could smell the cat litter, so maybe that can be improved. I ordered a dirty latte with an extra shot of espresso. Even though they use a Flair, the espresso tastes just as good as one made with an espresso machine. The dirty latte is good too—the milk becomes really sweet, though for my taste it’s a bit too sweet. The barista is very kind and humble. I’ll definitely come back when I visit Purwokerto again.",ChIJX41iYQFfZS4RorkIOEFrAxw
Olla cafe and resto,"Jl. KH. Wahid Hasyim No.51, Windusara, Karangklesem, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.441839600000001,109.2446056,4.1,60,0,0851-7427-8425,,False,0,10:00 - 22:00,"Monday: 10:00 AM – 10:00 PM
Tuesday: 10:00 AM – 10:00 PM
Wednesday: 10:00 AM – 10:00 PM
Thursday: 10:00 AM – 10:00 PM
Friday: 10:00 AM – 10:30 PM
Saturday: 10:00 AM – 10:30 PM
Sunday: 10:00 AM – 10:30 PM",Neat and comfortable place to hang out.,ChIJg2xwyFtdZS4R6WmDzWUVAJA
Point Coffee Purwokerto Station,"Jl. Pemuda, Bantarsoka, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53132, Indonesia",-7.419333300000001,109.2220382,3.7,57,0,(021) 1500280,https://pointcoffee.id/,False,0,07:00 - 22:00,"Monday: 7:00 AM – 10:00 PM
Tuesday: 7:00 AM – 10:00 PM
Wednesday: 7:00 AM – 10:00 PM
Thursday: 7:00 AM – 10:00 PM
Friday: 7:00 AM – 10:00 PM
Saturday: 7:00 AM – 10:00 PM
Sunday: 7:00 AM – 10:00 PM",".go straight inside Indomaret,
.choose the menu, not only coffee but also frappe, milkshake and tea,
.price +/- 30K",ChIJ1QZbMs1fZS4Rd-Vb3SRzdR0
Campus 663 coffe and livin,"Jl. Kampus No.663, RT.02/RW.07, Dukuhbandong, Grendeng, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia",-7.402573,109.2463033,4.6,56,0,,,False,0,10:00 - 18:00,"Monday: 12:30 – 9:00 PM
Tuesday: 12:30 – 9:00 PM
Wednesday: 12:30 – 9:00 PM
Thursday: 12:30 – 9:00 PM
Friday: 10:00 AM – 6:00 PM
Saturday: 12:30 – 9:00 PM
Sunday: Closed","great place to stay. reasonable price. coffee and meals are great. there is a Honda Hela from the 80s as an ornament to the place. I wonder if the bike is for sale. anyway, will surely come back.",ChIJkdNPHNVfZS4RMrqSpCRvH24
Bubur Kacang Ijo,"Jl. Jend. Sudirman No.176, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.4235401,109.2213287,4.8,56,0,,,False,0,18:00 - 00:00,"Monday: 6:00 PM – 12:00 AM
Tuesday: 6:00 PM – 12:00 AM
Wednesday: 6:00 PM – 12:00 AM
Thursday: 6:00 PM – 12:00 AM
Friday: 6:00 PM – 12:00 AM
Saturday: 6:00 PM – 12:00 AM
Sunday: 6:00 PM – 12:00 AM",Top,ChIJHWrSpHZfZS4RkdM_R9vf0Hw
Zone Cafe,"Jl. Raya Baturaden No.174, Dusun II Karangmangu, Karangmangu, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3226238,109.2287945,4.3,46,2,(0281) 681834,,False,0,00:00 - 15:00,"Monday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM
Tuesday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM
Wednesday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM
Thursday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM
Friday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM
Saturday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM
Sunday: 12:00 AM – 3:00 PM, 8:30 PM – 12:00 AM",Nice place to spend the time,ChIJCSA7unlfZS4R1EvoEGCxL2w
All Cheese & Roti Bakar Ambyar,"H6XV+78X, Perum. Griya Satria Gg. Nusaindah, Karangmiri, Bancarkembar, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53121, Indonesia",-7.401770600000001,109.2433469,4.7,46,0,0852-9008-1944,,False,0,,,Nice,ChIJ03rgz19fZS4RWCzxCS8S7ao
KEDAI PA'JENG,"Jl. Kampus No.662a, Dukuhbandong, Grendeng, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53122, Indonesia",-7.4025337,109.2464851,4.9,44,0,0852-2581-9847,,False,0,09:00 - 21:00,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: Closed","the food is great, especially the mushroom omelette, the atmosphere is quite good since it's located in a food court just across the Faculty of social science unsoed.",ChIJu-ZPHAtfZS4RGK9X0y4zbp4
KOPI HOKI,"H64P+X56, Karangpucung, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53142, Indonesia",-7.442576400000001,109.2353893,4.6,43,1,0822-4210-3202,,False,0,18:00 - 02:30,"Monday: 6:00 PM – 2:30 AM
Tuesday: 6:00 PM – 2:30 AM
Wednesday: 6:00 PM – 2:30 AM
Thursday: 6:00 PM – 2:30 AM
Friday: 6:00 PM – 2:30 AM
Saturday: 6:00 PM – 2:30 AM
Sunday: 6:00 PM – 2:30 AM",Great place to hangout,ChIJW_99rNRdZS4RU5qIqXQjjzQ
Warung WOROOOOO,"Dusun I Karang pule, M6CH+P65, Dusun I, Ketenger, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.3282318,109.2281041,4.6,43,0,0857-2980-8883,,False,0,,"Monday: 4:00 – 11:00 PM
Tuesday: 4:00 – 11:00 PM
Wednesday: 4:00 – 11:00 PM
Thursday: 4:00 – 11:00 PM
Friday: 4:00 – 11:00 PM
Saturday: 4:00 – 11:00 PM
Sunday: 4:00 – 11:00 PM",Good taste,ChIJ_zgv6A71by4RvZAjLJ1gknM
Ladang Coffee,"M64M+4PF, Jl. Raya Baturaden Komplek Mandala Wisata, Dusun I, Karangtengah, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151, Indonesia",-7.344677799999999,109.2342942,4.2,37,0,,,False,0,,,"The Ladang coffee is the  coffee haven charm with its rustic ambiance, expertly crafted brews, and delightful treats. Friendly service, cozy seating, and a commitment to sustainability make it a must-visit for coffee enthusiasts. The staff is greatly friendly.  Most recommended place to drink coffee and to take deep rest in this beautiful place",ChIJXb1U9sr1by4RyJlXsKxBU84
"Kopi Arasta, Purwokerto Arastation","Jl. Pemuda, Bantarsoka, Kober, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53132, Indonesia",-7.420491299999999,109.2219336,4.5,36,0,0815-6705-614,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","Coffee taste not that good.
The latte too much creamer.
For me, Tomoro is much better.",ChIJkWpe6VVfZS4RB-H0TlKxl_0
Warmindo Pelopor 2,"Jl. Gelora Indah 2, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.4179789,109.2494752,3.9,33,0,0896-6368-3947,,False,0,08:00 - 21:00,"Monday: 8:00 AM – 9:00 PM
Tuesday: 8:00 AM – 9:00 PM
Wednesday: 8:00 AM – 9:00 PM
Thursday: 8:00 AM – 9:00 PM
Friday: 8:00 AM – 9:00 PM
Saturday: 8:00 AM – 9:00 PM
Sunday: 8:00 AM – 9:00 PM","Affordable prices. Delicious flavors, comfortable atmosphere, perfect for hanging out. Recommended.",ChIJ3ZsNVt5fZS4RERkmzp93Pts
Kedai kopi MTRSWN,"Jl. Sepak Bola I, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.420055799999999,109.2490326,4.8,30,0,0858-7905-5559,,False,0,09:00 - 21:00,"Monday: 9:00 AM – 9:00 PM
Tuesday: 9:00 AM – 9:00 PM
Wednesday: 9:00 AM – 9:00 PM
Thursday: 9:00 AM – 9:00 PM
Friday: 9:00 AM – 9:00 PM
Saturday: 9:00 AM – 9:00 PM
Sunday: 9:00 AM – 9:00 PM",Free wifi,ChIJG2ZUnr5fZS4RAAJCWmRMURg
EZ Bites,"Jl. KH. Wahid Hasyim No.96, Windusara, Karangklesem, Kec. Purwokerto Sel., Kabupaten Banyumas, Jawa Tengah 53144, Indonesia",-7.444794899999999,109.243718,4.6,29,0,0811-2916-808,,False,0,07:00 - 19:00,"Monday: 7:00 AM – 7:00 PM
Tuesday: 7:00 AM – 7:00 PM
Wednesday: 7:00 AM – 7:00 PM
Thursday: 7:00 AM – 7:00 PM
Friday: 7:00 AM – 7:00 PM
Saturday: 7:00 AM – 4:00 PM
Sunday: Closed","while ordering food, the bartender wrote down the food while laughing with her co-workers. so rude.",ChIJWb2BpGxdZS4R7Kg1-uTt3kg
Burjo Asep,"Jl. Riyanto No.18, Sumampir Wetan, Sumampir, Kec. Purwokerto Utara, Kabupaten Banyumas, Jawa Tengah 53125, Indonesia",-7.3998838,109.242771,4.8,28,0,,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours","WARMINDO BURJO ASEP
A comfortable place for college students on the first or last day of the month without emptying their wallets. This is my go-to place on the last day of the month because eating rice and eggs here is only 7,000 rupiah, a cheap and cheerful choice to overcome financial problems during the lean season. They sell a variety of dishes, from Nastel Orak Arik Magelangan Mirebus Midokdok and others, all at pocket-friendly prices for students (a.k.a. mwurahhh). The place is quite spacious, not only with tables in the front, but also with a seating area next to it, so you can chat with friends more freely. This place has been open since around 2010, if I'm not mistaken, and it's a place that has stood the test of time. The food is delicious, you can request anything you like. There's a TV here that the owner often uses to play PS2, but since he got bored, he no longer uses it for PS2.",ChIJOQPoPvxeZS4R0JjlBkeiHH0
Zamzamtime Gor Satria,"Ruko Patria Muda, Jl. Gelora Indah I, Arcawinangun, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53113, Indonesia",-7.418501099999999,109.2514192,4.6,28,0,0831-0775-8977,,False,0,11:00 - 21:00,"Monday: 11:00 AM – 9:00 PM
Tuesday: 11:00 AM – 9:00 PM
Wednesday: 11:00 AM – 9:00 PM
Thursday: 11:00 AM – 9:00 PM
Friday: 11:00 AM – 9:00 PM
Saturday: 11:00 AM – 9:00 PM
Sunday: 8:00 AM – 4:00 PM",Ok,ChIJybXc_kdfZS4RQOC4UzP-xUE
Light Coffee,"Gg. Masjid Jl. Gelora Indah I, Mangunjaya, Purwokerto Lor, Kec. Purwokerto Tim., Kabupaten Banyumas, Jawa Tengah 53114, Indonesia",-7.419660599999998,109.2502701,4.8,28,0,0822-3488-2242,https://lightcoffee.mydurable.com/,False,0,08:00 - 23:00,"Monday: 8:00 AM – 11:00 PM
Tuesday: 8:00 AM – 11:00 PM
Wednesday: 8:00 AM – 11:00 PM
Thursday: 8:00 AM – 11:00 PM
Friday: 8:00 AM – 11:00 PM
Saturday: 8:00 AM – 11:00 PM
Sunday: 8:00 AM – 11:00 PM",Good for relax,ChIJVzaaYQBfZS4RDPMBDs6R0eQ
ANGKRINGAN PG,"Dusun II Sokaraja Tengah, Sokaraja Kulon, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.4495496,109.2786531,4.6,28,0,,,False,0,18:00 - 02:00,"Monday: 6:00 PM – 2:00 AM
Tuesday: 6:00 PM – 2:00 AM
Wednesday: 6:00 PM – 2:00 AM
Thursday: 6:00 PM – 2:00 AM
Friday: 6:00 PM – 2:00 AM
Saturday: 6:00 PM – 2:00 AM
Sunday: Closed",Nice food,ChIJDc4QoVtdZS4RqW6D5o1Bwdo
Warung kopi BaBeh Dupam,"H76G+Q9, Dukuh, Pamijen, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181, Indonesia",-7.438105299999999,109.2759562,4.8,27,0,,,False,0,,,"It's really cool, bro, the food is delicious when it's free.",ChIJT9s-iLVdZS4RU6NCDreJQbQ
ARTHOEMORO SPACE,"Jl. Jend. Sudirman No.205, Bantarsoka, Kec. Purwokerto Bar., Kabupaten Banyumas, Jawa Tengah 53133, Indonesia",-7.423601300000001,109.2231741,3.7,27,0,0856-4785-7098,,False,0,24 Jam,"Monday: Open 24 hours
Tuesday: Open 24 hours
Wednesday: Open 24 hours
Thursday: Open 24 hours
Friday: Open 24 hours
Saturday: Open 24 hours
Sunday: Open 24 hours",top,ChIJ79UARFNfZS4R8-yDZlbW6XA
